EURUSD,Open,High,Low,Close,Range HL
12.04.2005,1.2973,1.3017,1.2863,1.2922,154
13.04.2005,1.2923,1.2955,1.285,1.2915,105
14.04.2005,1.2917,1.2922,1.2766,1.2812,156
15.04.2005,1.281,1.2941,1.2779,1.2924,162
18.04.2005,1.2913,1.3045,1.2876,1.3025,169
19.04.2005,1.3024,1.3078,1.2982,1.3064,96
20.04.2005,1.3064,1.3104,1.2991,1.3087,113
21.04.2005,1.3087,1.3125,1.3025,1.3047,100
22.04.2005,1.3047,1.3094,1.3021,1.3065,73
25.04.2005,1.307,1.307,1.2954,1.3007,116
26.04.2005,1.3008,1.3015,1.2945,1.2985,70
27.04.2005,1.2985,1.2994,1.2905,1.293,89
28.04.2005,1.2931,1.2943,1.2882,1.2893,61
29.04.2005,1.2893,1.298,1.2854,1.2873,126
02.05.2005,1.2862,1.2875,1.2837,1.2864,38
03.05.2005,1.2864,1.2916,1.283,1.2873,86
04.05.2005,1.2872,1.2974,1.2868,1.2948,106
05.05.2005,1.2947,1.299,1.2926,1.2958,64
06.05.2005,1.2958,1.2964,1.281,1.2819,154
09.05.2005,1.2819,1.2848,1.279,1.2842,58
10.05.2005,1.2843,1.2891,1.2816,1.288,75
11.05.2005,1.2881,1.2914,1.2777,1.2815,137
12.05.2005,1.2816,1.2816,1.2685,1.2696,131
13.05.2005,1.2695,1.2696,1.261,1.2633,86
16.05.2005,1.2628,1.265,1.2582,1.2642,68
17.05.2005,1.2642,1.2663,1.2595,1.2607,68
18.05.2005,1.2607,1.269,1.2586,1.2679,104
19.05.2005,1.2681,1.2691,1.2603,1.2644,88
20.05.2005,1.2644,1.2655,1.2536,1.2559,119
23.05.2005,1.2549,1.2598,1.2535,1.2578,63
24.05.2005,1.2578,1.2629,1.2557,1.2585,72
25.05.2005,1.2584,1.2619,1.2552,1.2601,67
26.05.2005,1.2602,1.2614,1.2495,1.2512,119
27.05.2005,1.2513,1.2589,1.2508,1.2586,81
30.05.2005,1.2526,1.2546,1.2465,1.2476,81
31.05.2005,1.2477,1.2487,1.2296,1.2304,191
01.06.2005,1.2303,1.2341,1.216,1.218,181
02.06.2005,1.2178,1.2298,1.2178,1.2267,120
03.06.2005,1.2266,1.2345,1.2204,1.2236,141
06.06.2005,1.2229,1.2295,1.222,1.2259,75
07.06.2005,1.226,1.2315,1.2239,1.2285,76
08.06.2005,1.2285,1.2355,1.2207,1.2234,148
09.06.2005,1.2232,1.2257,1.2176,1.223,81
10.06.2005,1.223,1.225,1.2107,1.2119,143
13.06.2005,1.2112,1.2121,1.2028,1.2109,93
14.06.2005,1.2109,1.2155,1.2022,1.2032,133
15.06.2005,1.2034,1.2133,1.2017,1.2115,116
16.06.2005,1.2114,1.2169,1.2057,1.2108,112
17.06.2005,1.2109,1.2289,1.2092,1.2286,197
20.06.2005,1.2218,1.224,1.2125,1.2154,115
21.06.2005,1.2155,1.2187,1.207,1.2183,117
22.06.2005,1.2183,1.2206,1.2098,1.2129,108
23.06.2005,1.2128,1.2145,1.2017,1.2039,128
24.06.2005,1.2038,1.2108,1.1981,1.2092,127
27.06.2005,1.2093,1.2186,1.2092,1.2165,94
28.06.2005,1.2165,1.2176,1.2051,1.2054,125
29.06.2005,1.2054,1.2112,1.2015,1.207,97
30.06.2005,1.207,1.2121,1.2043,1.2108,78
01.07.2005,1.2107,1.2108,1.194,1.1959,168
04.07.2005,1.1944,1.195,1.1889,1.1902,61
05.07.2005,1.1903,1.1939,1.1868,1.1912,71
06.07.2005,1.1911,1.1953,1.1893,1.1933,60
07.07.2005,1.1933,1.2042,1.1909,1.195,133
08.07.2005,1.1952,1.1987,1.1873,1.1967,114
11.07.2005,1.1971,1.2086,1.1958,1.2072,128
12.07.2005,1.2072,1.2256,1.2054,1.2241,202
13.07.2005,1.224,1.2246,1.2073,1.2094,173
14.07.2005,1.2094,1.2125,1.2058,1.2084,67
15.07.2005,1.2084,1.2137,1.2022,1.2035,115
18.07.2005,1.2029,1.209,1.2022,1.2052,68
19.07.2005,1.205,1.2067,1.1953,1.2034,114
20.07.2005,1.2031,1.2187,1.1997,1.2139,190
21.07.2005,1.2139,1.2255,1.21,1.2171,155
22.07.2005,1.2173,1.219,1.2056,1.2065,134
25.07.2005,1.2058,1.2088,1.2028,1.206,60
26.07.2005,1.2059,1.2071,1.1982,1.2015,89
27.07.2005,1.2016,1.2085,1.1967,1.2068,118
28.07.2005,1.207,1.2149,1.2037,1.2139,112
29.07.2005,1.2138,1.216,1.2076,1.2123,84
01.08.2005,1.2123,1.2249,1.2119,1.2181,130
02.08.2005,1.218,1.2253,1.2172,1.2191,81
03.08.2005,1.2191,1.2345,1.215,1.2337,195
04.08.2005,1.2338,1.2403,1.23,1.2384,103
05.08.2005,1.2385,1.2395,1.2312,1.2359,83
08.08.2005,1.2348,1.239,1.2316,1.2351,74
09.08.2005,1.2351,1.2416,1.2331,1.237,85
10.08.2005,1.2371,1.2426,1.2336,1.2382,90
11.08.2005,1.2381,1.2476,1.2378,1.2471,98
12.08.2005,1.2472,1.2486,1.2385,1.2441,101
15.08.2005,1.2461,1.2465,1.2346,1.2368,119
16.08.2005,1.2368,1.2374,1.2296,1.2364,78
17.08.2005,1.2363,1.237,1.2262,1.2271,108
18.08.2005,1.2271,1.2296,1.2159,1.2175,137
19.08.2005,1.2176,1.2195,1.2127,1.2153,68
22.08.2005,1.2166,1.2243,1.2157,1.2229,86
23.08.2005,1.2226,1.2255,1.2191,1.2236,64
24.08.2005,1.2237,1.228,1.2162,1.2272,118
25.08.2005,1.2274,1.2328,1.2257,1.2301,71
26.08.2005,1.2301,1.2342,1.2272,1.2289,70
29.08.2005,1.2297,1.2347,1.2218,1.2235,129
30.08.2005,1.2235,1.2239,1.2172,1.2221,67
31.08.2005,1.222,1.2358,1.219,1.2346,168
01.09.2005,1.2346,1.2527,1.2327,1.2502,200
02.09.2005,1.2502,1.2589,1.2467,1.2531,122
05.09.2005,1.2538,1.2585,1.2514,1.2542,71
06.09.2005,1.2538,1.2545,1.2444,1.2465,101
07.09.2005,1.2465,1.2537,1.2407,1.2417,130
08.09.2005,1.2417,1.2452,1.2384,1.2399,68
09.09.2005,1.2397,1.2459,1.2376,1.241,83
12.09.2005,1.2408,1.2415,1.2271,1.2286,144
13.09.2005,1.2288,1.2318,1.2247,1.2267,71
14.09.2005,1.2266,1.2328,1.2257,1.2286,71
15.09.2005,1.2284,1.2291,1.2194,1.2224,97
16.09.2005,1.2224,1.231,1.2202,1.2237,108
19.09.2005,1.2168,1.2177,1.2101,1.2142,76
20.09.2005,1.2142,1.219,1.2111,1.2115,79
21.09.2005,1.2116,1.224,1.2111,1.2214,129
22.09.2005,1.2214,1.227,1.2133,1.2155,137
23.09.2005,1.2155,1.2169,1.2038,1.204,131
26.09.2005,1.2038,1.2081,1.2012,1.2072,69
27.09.2005,1.2072,1.2083,1.1979,1.2014,104
28.09.2005,1.2014,1.2056,1.1993,1.2036,63
29.09.2005,1.2035,1.2076,1.2007,1.2032,69
30.09.2005,1.2032,1.209,1.1997,1.2026,93
03.10.2005,1.2026,1.2032,1.1904,1.1918,128
04.10.2005,1.1919,1.1948,1.1902,1.1918,46
05.10.2005,1.1918,1.1987,1.1915,1.1975,72
06.10.2005,1.1975,1.2205,1.1972,1.2179,233
07.10.2005,1.218,1.2191,1.2093,1.213,98
10.10.2005,1.2115,1.2154,1.2041,1.2066,113
11.10.2005,1.2065,1.2074,1.1976,1.1993,98
12.10.2005,1.1994,1.2054,1.1954,1.2024,100
13.10.2005,1.2025,1.2038,1.1915,1.2026,123
14.10.2005,1.2026,1.2109,1.1979,1.2075,130
17.10.2005,1.2083,1.2122,1.2013,1.2025,109
18.10.2005,1.2025,1.2028,1.1916,1.1959,112
19.10.2005,1.1958,1.2004,1.1876,1.1992,128
20.10.2005,1.1992,1.2025,1.1949,1.2023,76
21.10.2005,1.2023,1.2077,1.193,1.1954,147
24.10.2005,1.1936,1.2022,1.1923,1.1986,99
25.10.2005,1.1986,1.2118,1.1937,1.2106,181
26.10.2005,1.2107,1.2137,1.205,1.2069,87
27.10.2005,1.2069,1.2173,1.2044,1.2141,129
28.10.2005,1.2142,1.2171,1.205,1.2069,121
31.10.2005,1.2062,1.2089,1.1969,1.1992,120
01.11.2005,1.1993,1.2029,1.1973,1.2019,56
02.11.2005,1.202,1.2085,1.1989,1.2073,96
03.11.2005,1.2074,1.2082,1.1935,1.1945,147
04.11.2005,1.1945,1.1995,1.1804,1.1813,191
07.11.2005,1.1812,1.1833,1.1776,1.1805,57
08.11.2005,1.1803,1.1804,1.1711,1.1782,93
09.11.2005,1.1781,1.1792,1.1718,1.1765,74
10.11.2005,1.1765,1.1797,1.1678,1.1687,119
11.11.2005,1.1687,1.1734,1.1671,1.1734,63
14.11.2005,1.1721,1.1774,1.1661,1.1689,113
15.11.2005,1.1687,1.1729,1.164,1.1719,89
16.11.2005,1.1716,1.1738,1.1647,1.167,91
17.11.2005,1.1671,1.1763,1.1643,1.175,120
18.11.2005,1.1749,1.1794,1.1665,1.1775,129
21.11.2005,1.1772,1.1837,1.1719,1.1725,118
22.11.2005,1.1727,1.1825,1.1686,1.1814,139
23.11.2005,1.1815,1.1868,1.1764,1.1823,104
24.11.2005,1.1821,1.1825,1.1771,1.1789,54
25.11.2005,1.1788,1.179,1.171,1.1725,80
28.11.2005,1.1716,1.1902,1.1682,1.185,220
29.11.2005,1.1849,1.1863,1.1739,1.1779,124
30.11.2005,1.1779,1.1803,1.1755,1.1788,48
01.12.2005,1.1789,1.1804,1.1691,1.1737,113
02.12.2005,1.1738,1.175,1.1662,1.1718,88
05.12.2005,1.1702,1.182,1.1689,1.1788,131
06.12.2005,1.1788,1.1807,1.1757,1.178,50
07.12.2005,1.178,1.1803,1.1704,1.1725,99
08.12.2005,1.1727,1.1851,1.1704,1.1818,147
09.12.2005,1.182,1.1838,1.1767,1.1812,71
12.12.2005,1.1784,1.1983,1.1778,1.1954,205
13.12.2005,1.1953,1.1987,1.1907,1.1945,80
14.12.2005,1.1946,1.2062,1.1932,1.2,130
15.12.2005,1.2001,1.204,1.1937,1.1979,103
16.12.2005,1.1978,1.2027,1.1937,1.2013,90
19.12.2005,1.2028,1.2039,1.1976,1.2007,63
20.12.2005,1.2007,1.2014,1.1841,1.1859,173
21.12.2005,1.1861,1.1913,1.1802,1.1837,111
22.12.2005,1.1836,1.1897,1.1811,1.1868,86
23.12.2005,1.1869,1.1886,1.183,1.1869,56
26.12.2005,1.1863,1.1897,1.1833,1.1845,64
27.12.2005,1.1846,1.1878,1.1827,1.1827,51
28.12.2005,1.1827,1.1933,1.1813,1.1833,120
29.12.2005,1.183,1.1882,1.182,1.184,62
30.12.2005,1.184,1.1889,1.1779,1.1849,110
02.01.2006,1.1845,1.1867,1.1802,1.1821,65
03.01.2006,1.182,1.2031,1.1812,1.2019,219
04.01.2006,1.2019,1.2145,1.2006,1.2119,139
05.01.2006,1.212,1.2121,1.2068,1.211,53
06.01.2006,1.2109,1.2185,1.208,1.2151,105
09.01.2006,1.2153,1.2155,1.2054,1.2088,101
10.01.2006,1.2088,1.211,1.2037,1.2065,73
11.01.2006,1.2065,1.2145,1.2046,1.2128,99
12.01.2006,1.2129,1.2163,1.2008,1.2036,155
13.01.2006,1.2036,1.2145,1.2028,1.2142,117
16.01.2006,1.2147,1.2175,1.2107,1.2127,68
17.01.2006,1.2128,1.2142,1.2052,1.2106,90
18.01.2006,1.2106,1.2159,1.2071,1.2113,88
19.01.2006,1.2112,1.2126,1.2055,1.2097,71
20.01.2006,1.2097,1.2142,1.2042,1.2135,100
23.01.2006,1.2144,1.2312,1.2138,1.2307,174
24.01.2006,1.2306,1.2322,1.2259,1.228,63
25.01.2006,1.2281,1.2323,1.2236,1.2241,87
26.01.2006,1.2242,1.227,1.2201,1.2207,69
27.01.2006,1.2207,1.2235,1.2087,1.2094,148
30.01.2006,1.2104,1.2115,1.2065,1.209,50
31.01.2006,1.2089,1.219,1.2079,1.2156,111
01.02.2006,1.2157,1.2165,1.2048,1.2065,117
02.02.2006,1.2065,1.2108,1.2033,1.2091,75
03.02.2006,1.2092,1.2112,1.197,1.2024,142
06.02.2006,1.2038,1.2047,1.1946,1.1967,101
07.02.2006,1.1967,1.2015,1.1944,1.1981,71
08.02.2006,1.198,1.1995,1.1924,1.1961,71
09.02.2006,1.1965,1.1996,1.1947,1.198,49
10.02.2006,1.1981,1.2026,1.1893,1.1904,133
13.02.2006,1.1903,1.192,1.1878,1.1897,42
14.02.2006,1.1893,1.1925,1.1861,1.1916,64
15.02.2006,1.1916,1.1955,1.1871,1.1889,84
16.02.2006,1.1891,1.1912,1.185,1.1906,62
17.02.2006,1.1907,1.1944,1.1859,1.194,85
20.02.2006,1.193,1.1976,1.1924,1.1936,52
21.02.2006,1.1938,1.1943,1.1891,1.1911,52
22.02.2006,1.1912,1.1931,1.1863,1.1914,68
23.02.2006,1.1915,1.1971,1.1893,1.1918,78
24.02.2006,1.1918,1.1935,1.1865,1.1876,70
27.02.2006,1.1874,1.1878,1.1827,1.1847,51
28.02.2006,1.1846,1.1943,1.1834,1.1921,109
01.03.2006,1.1921,1.1974,1.1891,1.1923,83
02.03.2006,1.1923,1.2046,1.1913,1.2039,133
03.03.2006,1.2038,1.2052,1.1997,1.2045,55
06.03.2006,1.2047,1.2094,1.1991,1.2017,103
07.03.2006,1.2018,1.2023,1.1869,1.1888,154
08.03.2006,1.1889,1.1941,1.1874,1.1925,67
09.03.2006,1.1925,1.1953,1.1905,1.191,48
10.03.2006,1.1912,1.1928,1.1861,1.191,67
13.03.2006,1.1914,1.1969,1.1911,1.1964,58
14.03.2006,1.1963,1.2032,1.1942,1.2013,90
15.03.2006,1.2013,1.2075,1.2007,1.2069,68
16.03.2006,1.207,1.219,1.2036,1.2183,154
17.03.2006,1.2183,1.2209,1.2142,1.219,67
20.03.2006,1.2183,1.2197,1.2148,1.2165,49
21.03.2006,1.2166,1.2166,1.2077,1.2095,89
22.03.2006,1.2096,1.2115,1.2066,1.2078,49
23.03.2006,1.2077,1.2082,1.1956,1.1973,126
24.03.2006,1.1973,1.2047,1.1953,1.2036,94
27.03.2006,1.2038,1.2059,1.2006,1.2016,53
28.03.2006,1.2016,1.2107,1.1993,1.2,114
29.03.2006,1.2,1.205,1.1981,1.2024,69
30.03.2006,1.2024,1.2173,1.2022,1.2167,151
31.03.2006,1.2167,1.2177,1.2085,1.2118,92
03.04.2006,1.2112,1.2149,1.2035,1.2139,114
04.04.2006,1.2139,1.2277,1.2121,1.2259,156
05.04.2006,1.2255,1.2307,1.2244,1.2289,63
06.04.2006,1.2289,1.2332,1.2198,1.223,134
07.04.2006,1.223,1.2233,1.2092,1.2093,141
10.04.2006,1.2104,1.213,1.2077,1.2111,53
11.04.2006,1.211,1.2155,1.2091,1.2145,64
12.04.2006,1.2145,1.2169,1.2067,1.2104,102
13.04.2006,1.2103,1.2133,1.2071,1.2108,62
14.04.2006,1.2108,1.2119,1.2094,1.211,25
17.04.2006,1.2124,1.2288,1.2121,1.225,167
18.04.2006,1.2251,1.2359,1.2225,1.2347,134
19.04.2006,1.2348,1.2396,1.2286,1.2382,110
20.04.2006,1.2383,1.2384,1.2288,1.2317,96
21.04.2006,1.2318,1.236,1.2267,1.2341,93
24.04.2006,1.236,1.2415,1.2334,1.2388,81
25.04.2006,1.239,1.244,1.2367,1.2431,73
26.04.2006,1.2431,1.2471,1.2386,1.2454,85
27.04.2006,1.2454,1.2548,1.2405,1.2534,143
28.04.2006,1.2534,1.2641,1.2521,1.2635,120
01.05.2006,1.2632,1.269,1.2556,1.2588,134
02.05.2006,1.2589,1.2668,1.256,1.2614,108
03.05.2006,1.2614,1.267,1.2592,1.2633,78
04.05.2006,1.2632,1.2724,1.2572,1.2691,152
05.05.2006,1.2691,1.2764,1.2675,1.2726,89
08.05.2006,1.2741,1.2788,1.2693,1.2713,95
09.05.2006,1.2711,1.2783,1.2662,1.2758,121
10.05.2006,1.2757,1.2833,1.2751,1.2782,82
11.05.2006,1.278,1.2873,1.2686,1.2836,187
12.05.2006,1.2835,1.2957,1.2831,1.2928,126
15.05.2006,1.2939,1.2941,1.2779,1.2797,162
16.05.2006,1.2796,1.2868,1.2771,1.2859,97
17.05.2006,1.2858,1.2919,1.2702,1.2743,217
18.05.2006,1.2742,1.286,1.2722,1.2844,138
19.05.2006,1.2843,1.2874,1.2694,1.2778,180
22.05.2006,1.2762,1.2886,1.2694,1.2866,192
23.05.2006,1.2865,1.2879,1.2807,1.2815,72
24.05.2006,1.2813,1.2891,1.2731,1.2754,160
25.05.2006,1.2753,1.2819,1.2748,1.2799,71
26.05.2006,1.2798,1.2833,1.2701,1.2738,132
29.05.2006,1.2736,1.2768,1.2718,1.275,50
30.05.2006,1.2749,1.2909,1.2743,1.287,166
31.05.2006,1.2869,1.2903,1.2806,1.281,97
01.06.2006,1.2809,1.2824,1.2723,1.2804,101
02.06.2006,1.2803,1.2941,1.2796,1.2918,145
05.06.2006,1.2934,1.2979,1.2905,1.2906,74
06.06.2006,1.2905,1.2935,1.2809,1.2833,126
07.06.2006,1.2834,1.2837,1.2761,1.2786,76
08.06.2006,1.2785,1.2808,1.2627,1.2652,181
09.06.2006,1.2651,1.2683,1.2597,1.2639,86
12.06.2006,1.2619,1.2651,1.2566,1.2587,85
13.06.2006,1.2586,1.2616,1.253,1.2534,86
14.06.2006,1.2533,1.2649,1.2533,1.2597,116
15.06.2006,1.2596,1.2659,1.2582,1.2637,77
16.06.2006,1.2636,1.2672,1.2619,1.2642,53
19.06.2006,1.2646,1.2652,1.2552,1.2577,100
20.06.2006,1.2574,1.2617,1.2539,1.2579,78
21.06.2006,1.2577,1.2677,1.2577,1.266,100
22.06.2006,1.2659,1.2679,1.2551,1.2578,128
23.06.2006,1.2577,1.2588,1.2479,1.2506,109
26.06.2006,1.2514,1.2603,1.2503,1.258,100
27.06.2006,1.2579,1.2619,1.2563,1.2577,56
28.06.2006,1.2576,1.2586,1.2516,1.2556,70
29.06.2006,1.2555,1.2668,1.2521,1.2665,147
30.06.2006,1.2664,1.2795,1.2657,1.2791,138
03.07.2006,1.2782,1.2823,1.2762,1.2803,61
04.07.2006,1.2801,1.2822,1.2787,1.28,35
05.07.2006,1.2798,1.2838,1.2707,1.2724,131
06.07.2006,1.2723,1.2783,1.2717,1.2781,66
07.07.2006,1.2782,1.2862,1.2767,1.281,95
10.07.2006,1.2814,1.2817,1.2721,1.2729,96
11.07.2006,1.2727,1.2778,1.2706,1.2774,72
12.07.2006,1.2773,1.2779,1.2676,1.2704,103
13.07.2006,1.2703,1.273,1.2665,1.2689,65
14.07.2006,1.2688,1.2776,1.2627,1.2652,149
17.07.2006,1.2651,1.2656,1.2511,1.2518,145
18.07.2006,1.2517,1.2559,1.2474,1.2505,85
19.07.2006,1.2504,1.2609,1.2459,1.2586,150
20.07.2006,1.2585,1.2654,1.2585,1.2628,69
21.07.2006,1.2626,1.2697,1.2624,1.2695,73
24.07.2006,1.2709,1.271,1.261,1.2635,100
25.07.2006,1.2634,1.2672,1.2564,1.2577,108
26.07.2006,1.2576,1.2718,1.256,1.2718,158
27.07.2006,1.2717,1.2772,1.2682,1.2698,90
28.07.2006,1.2697,1.277,1.2661,1.2759,109
31.07.2006,1.2766,1.2783,1.2741,1.2767,42
01.08.2006,1.2766,1.283,1.272,1.2826,110
02.08.2006,1.2825,1.2835,1.2776,1.2787,59
03.08.2006,1.2786,1.2834,1.2743,1.2803,91
04.08.2006,1.2802,1.291,1.2777,1.2874,133
07.08.2006,1.2871,1.2893,1.283,1.2843,63
08.08.2006,1.2841,1.2891,1.2806,1.2833,85
09.08.2006,1.2832,1.2902,1.2764,1.2861,138
10.08.2006,1.286,1.2912,1.2748,1.2794,164
11.08.2006,1.2793,1.2799,1.2716,1.2721,83
14.08.2006,1.2725,1.2762,1.2709,1.2714,53
15.08.2006,1.2713,1.2804,1.2696,1.2784,108
16.08.2006,1.2783,1.2865,1.277,1.2839,95
17.08.2006,1.2838,1.2886,1.2813,1.2828,73
18.08.2006,1.2827,1.2846,1.2781,1.2824,65
21.08.2006,1.2825,1.2939,1.2824,1.2892,115
22.08.2006,1.2891,1.2897,1.2784,1.2803,113
23.08.2006,1.2802,1.2852,1.2776,1.2787,76
24.08.2006,1.2786,1.284,1.2751,1.2765,89
25.08.2006,1.2764,1.2783,1.2726,1.2752,57
28.08.2006,1.2766,1.2821,1.2756,1.278,65
29.08.2006,1.2779,1.2839,1.275,1.2824,89
30.08.2006,1.2823,1.2853,1.2812,1.2833,41
31.08.2006,1.2832,1.2879,1.2786,1.2813,93
01.09.2006,1.2812,1.2847,1.2755,1.2834,92
04.09.2006,1.2841,1.2874,1.284,1.2873,34
05.09.2006,1.2872,1.2874,1.2796,1.2816,78
06.09.2006,1.2815,1.2832,1.2771,1.2805,61
07.09.2006,1.2806,1.2831,1.2706,1.2731,125
08.09.2006,1.273,1.2741,1.2652,1.2673,89
11.09.2006,1.267,1.274,1.2649,1.2702,91
12.09.2006,1.2701,1.2732,1.2672,1.2688,60
13.09.2006,1.2687,1.2718,1.2666,1.2689,52
14.09.2006,1.2687,1.2753,1.2676,1.2725,77
15.09.2006,1.2723,1.2736,1.2631,1.2665,105
18.09.2006,1.2642,1.2711,1.2631,1.2704,80
19.09.2006,1.2703,1.2727,1.2651,1.2678,76
20.09.2006,1.2677,1.2728,1.2665,1.2686,63
21.09.2006,1.2684,1.2799,1.2684,1.278,115
22.09.2006,1.2779,1.283,1.2777,1.2784,53
25.09.2006,1.2786,1.282,1.2732,1.2746,88
26.09.2006,1.2745,1.2762,1.2662,1.2691,100
27.09.2006,1.269,1.2718,1.2671,1.27,47
28.09.2006,1.2699,1.2733,1.2678,1.2703,55
29.09.2006,1.2702,1.2713,1.2639,1.2674,74
02.10.2006,1.2686,1.2758,1.2662,1.2738,96
03.10.2006,1.2737,1.2765,1.272,1.2732,45
04.10.2006,1.2731,1.2739,1.2668,1.2715,71
05.10.2006,1.2714,1.2725,1.2672,1.2694,53
06.10.2006,1.2693,1.2713,1.2573,1.2601,140
09.10.2006,1.2595,1.2614,1.2586,1.2594,28
10.10.2006,1.2593,1.2614,1.2518,1.2537,96
11.10.2006,1.2536,1.2557,1.2502,1.2514,55
12.10.2006,1.2513,1.2566,1.2513,1.2555,53
13.10.2006,1.2554,1.2578,1.2483,1.2513,95
16.10.2006,1.2507,1.2537,1.249,1.2533,47
17.10.2006,1.2532,1.2566,1.2508,1.2545,58
18.10.2006,1.2546,1.2559,1.2501,1.2533,58
19.10.2006,1.2532,1.2642,1.2528,1.2625,114
20.10.2006,1.2623,1.264,1.2598,1.2618,42
23.10.2006,1.2618,1.2622,1.2537,1.2552,85
24.10.2006,1.2551,1.2577,1.2526,1.2558,51
25.10.2006,1.2557,1.2622,1.2552,1.2601,70
26.10.2006,1.26,1.2703,1.2599,1.2693,104
27.10.2006,1.2692,1.275,1.2664,1.2741,86
30.10.2006,1.273,1.2737,1.27,1.2725,37
31.10.2006,1.2723,1.2782,1.2679,1.2762,103
01.11.2006,1.2761,1.2798,1.2742,1.2757,56
02.11.2006,1.2756,1.2785,1.2738,1.2779,47
03.11.2006,1.2778,1.279,1.2683,1.2718,107
06.11.2006,1.2717,1.2726,1.2691,1.2724,35
07.11.2006,1.2723,1.2819,1.2722,1.2777,97
08.11.2006,1.2776,1.2807,1.2746,1.2757,61
09.11.2006,1.2756,1.2848,1.2751,1.2829,97
10.11.2006,1.2828,1.29,1.2828,1.284,72
13.11.2006,1.2846,1.2878,1.2797,1.2805,81
14.11.2006,1.2804,1.2872,1.2791,1.2811,81
15.11.2006,1.281,1.2834,1.2774,1.2828,60
16.11.2006,1.2827,1.2841,1.2784,1.2796,57
17.11.2006,1.2795,1.2845,1.2763,1.2828,82
20.11.2006,1.2829,1.2851,1.2806,1.2816,45
21.11.2006,1.2815,1.2855,1.2798,1.2845,57
22.11.2006,1.2844,1.2957,1.284,1.2944,117
23.11.2006,1.2943,1.2975,1.2928,1.2945,47
24.11.2006,1.2944,1.3109,1.2943,1.3094,166
27.11.2006,1.3166,1.3167,1.3087,1.3134,80
28.11.2006,1.3133,1.3209,1.312,1.3199,89
29.11.2006,1.3198,1.3218,1.3133,1.3155,85
30.11.2006,1.3153,1.3274,1.3142,1.3242,132
01.12.2006,1.3241,1.3348,1.322,1.3337,128
04.12.2006,1.3333,1.3368,1.3283,1.3343,85
05.12.2006,1.3342,1.3364,1.3288,1.3316,76
06.12.2006,1.3315,1.3342,1.3256,1.3287,86
07.12.2006,1.3286,1.3324,1.3276,1.3287,48
08.12.2006,1.3286,1.3364,1.3192,1.3202,172
11.12.2006,1.3178,1.3263,1.3131,1.3237,132
12.12.2006,1.3236,1.3293,1.3213,1.3285,80
13.12.2006,1.3284,1.3289,1.3192,1.3214,97
14.12.2006,1.3213,1.3253,1.3141,1.3143,112
15.12.2006,1.3142,1.3186,1.306,1.308,126
18.12.2006,1.3082,1.3118,1.3053,1.3098,65
19.12.2006,1.3099,1.3216,1.3084,1.3197,132
20.12.2006,1.3196,1.3245,1.316,1.3173,85
21.12.2006,1.3172,1.3214,1.3141,1.3176,73
22.12.2006,1.3175,1.3213,1.3109,1.3128,104
25.12.2006,1.312,1.3166,1.3101,1.3121,65
26.12.2006,1.3101,1.3142,1.309,1.3097,52
27.12.2006,1.3096,1.3179,1.3096,1.3114,83
28.12.2006,1.3113,1.3202,1.3106,1.315,96
29.12.2006,1.3149,1.3207,1.3138,1.3197,69
01.01.2007,1.3196,1.3204,1.317,1.3201,34
02.01.2007,1.32,1.3297,1.32,1.3273,97
03.01.2007,1.3271,1.3291,1.3147,1.3169,144
04.01.2007,1.3168,1.3179,1.3076,1.3084,103
05.01.2007,1.3083,1.3105,1.2981,1.3002,124
08.01.2007,1.3006,1.3036,1.2973,1.3024,63
09.01.2007,1.3022,1.3053,1.2986,1.3,67
10.01.2007,1.2999,1.3005,1.2931,1.2938,74
11.01.2007,1.2937,1.3015,1.2883,1.2893,132
12.01.2007,1.2892,1.2944,1.2868,1.2923,76
15.01.2007,1.292,1.2957,1.2916,1.2938,41
16.01.2007,1.2937,1.2989,1.2909,1.2918,80
17.01.2007,1.2917,1.295,1.2898,1.2938,52
18.01.2007,1.2937,1.2977,1.2898,1.2963,79
19.01.2007,1.2962,1.3001,1.2914,1.2957,87
22.01.2007,1.2958,1.2978,1.2923,1.2951,55
23.01.2007,1.295,1.3044,1.2929,1.3026,115
24.01.2007,1.3025,1.3037,1.2949,1.297,88
25.01.2007,1.2969,1.3002,1.2915,1.2931,87
26.01.2007,1.293,1.2944,1.2878,1.2916,66
29.01.2007,1.2924,1.2967,1.2898,1.2957,69
30.01.2007,1.2956,1.2981,1.2945,1.297,36
31.01.2007,1.2969,1.3037,1.2925,1.3032,112
01.02.2007,1.3031,1.3053,1.3003,1.3022,50
02.02.2007,1.3021,1.307,1.2951,1.2961,119
05.02.2007,1.2966,1.2967,1.2914,1.2929,53
06.02.2007,1.2928,1.2991,1.2914,1.2985,77
07.02.2007,1.2984,1.3024,1.2973,1.3012,51
08.02.2007,1.3011,1.3042,1.2977,1.3042,65
09.02.2007,1.3041,1.3045,1.2984,1.3008,61
12.02.2007,1.3,1.3036,1.2942,1.2966,94
13.02.2007,1.2965,1.3044,1.2956,1.3039,88
14.02.2007,1.3038,1.3151,1.3025,1.3131,126
15.02.2007,1.313,1.3172,1.3119,1.3141,53
16.02.2007,1.3141,1.3146,1.3094,1.3138,52
19.02.2007,1.3142,1.3163,1.3123,1.3156,40
20.02.2007,1.3154,1.319,1.313,1.3138,60
21.02.2007,1.3137,1.3167,1.3113,1.3139,54
22.02.2007,1.3138,1.3144,1.3081,1.3126,63
