EURUSD,Open,High,Low,Close,Range HL
23.02.2007,1.3126,1.3188,1.3102,1.3166,86
26.02.2007,1.3171,1.3199,1.3152,1.3188,47
27.02.2007,1.3187,1.3259,1.3161,1.3242,98
28.02.2007,1.3241,1.3242,1.3181,1.3229,61
01.03.2007,1.3228,1.324,1.3155,1.3186,85
02.03.2007,1.3185,1.3202,1.3143,1.3192,59
05.03.2007,1.3198,1.3212,1.3072,1.309,140
06.03.2007,1.3088,1.3132,1.3081,1.3128,51
07.03.2007,1.3127,1.3185,1.3111,1.3177,74
08.03.2007,1.3176,1.3183,1.3116,1.3133,67
09.03.2007,1.3132,1.316,1.3087,1.3116,73
12.03.2007,1.3105,1.3201,1.3105,1.3189,96
13.03.2007,1.3189,1.3221,1.3156,1.3197,65
14.03.2007,1.3196,1.3245,1.3177,1.3223,68
15.03.2007,1.3222,1.3252,1.3194,1.3238,58
16.03.2007,1.3237,1.3339,1.3234,1.3318,105
19.03.2007,1.3311,1.3325,1.3281,1.3302,44
20.03.2007,1.3302,1.3322,1.3272,1.3318,50
21.03.2007,1.3317,1.339,1.3289,1.3386,101
22.03.2007,1.3385,1.3411,1.3311,1.3331,100
23.03.2007,1.333,1.3343,1.3282,1.3283,61
26.03.2007,1.3289,1.3347,1.3254,1.333,93
27.03.2007,1.3329,1.3364,1.3323,1.3352,41
28.03.2007,1.335,1.3374,1.3309,1.3313,65
29.03.2007,1.3312,1.3353,1.3303,1.3331,50
30.03.2007,1.3331,1.3401,1.3289,1.3354,112
02.04.2007,1.3368,1.3382,1.3332,1.3366,50
03.04.2007,1.3365,1.3381,1.332,1.333,61
04.04.2007,1.3329,1.3381,1.3318,1.3368,63
05.04.2007,1.3367,1.3442,1.3354,1.3429,88
06.04.2007,1.3428,1.3432,1.3364,1.3379,68
09.04.2007,1.3383,1.3387,1.334,1.3354,47
10.04.2007,1.3354,1.3455,1.335,1.344,105
11.04.2007,1.3439,1.3441,1.3408,1.3431,33
12.04.2007,1.343,1.3503,1.343,1.3482,73
13.04.2007,1.3481,1.3554,1.3481,1.3527,73
16.04.2007,1.3539,1.3577,1.3531,1.3535,46
17.04.2007,1.3534,1.3595,1.3526,1.3567,69
18.04.2007,1.3566,1.3617,1.3557,1.3609,60
19.04.2007,1.3608,1.362,1.3561,1.3613,59
20.04.2007,1.3612,1.3638,1.3587,1.359,51
23.04.2007,1.3598,1.3607,1.3541,1.3577,66
24.04.2007,1.3576,1.3644,1.3549,1.364,95
25.04.2007,1.3639,1.3666,1.3623,1.3638,43
26.04.2007,1.3637,1.3655,1.3585,1.3601,70
27.04.2007,1.36,1.3681,1.3586,1.3652,95
30.04.2007,1.364,1.368,1.359,1.3648,90
01.05.2007,1.3647,1.3673,1.3591,1.3604,82
02.05.2007,1.3604,1.3612,1.3561,1.3592,51
03.05.2007,1.3592,1.3623,1.3547,1.3549,76
04.05.2007,1.3549,1.3611,1.3536,1.3591,75
07.05.2007,1.3606,1.3628,1.3591,1.3601,37
08.05.2007,1.36,1.3622,1.3516,1.3543,106
09.05.2007,1.3542,1.3567,1.352,1.3528,47
10.05.2007,1.3527,1.3564,1.3465,1.3485,99
11.05.2007,1.3484,1.3532,1.3462,1.3524,70
14.05.2007,1.352,1.3558,1.352,1.3546,38
15.05.2007,1.3546,1.3609,1.3527,1.3591,82
16.05.2007,1.359,1.361,1.3504,1.3515,106
17.05.2007,1.3514,1.3544,1.3477,1.3494,67
18.05.2007,1.3494,1.3522,1.3465,1.3509,57
21.05.2007,1.3508,1.3531,1.3437,1.3469,94
22.05.2007,1.3468,1.3476,1.3439,1.3448,37
23.05.2007,1.3448,1.3502,1.3416,1.3459,86
24.05.2007,1.3459,1.3462,1.3415,1.3429,47
25.05.2007,1.3428,1.3473,1.3412,1.3442,61
28.05.2007,1.3437,1.3459,1.3434,1.3452,25
29.05.2007,1.3451,1.352,1.342,1.3448,100
30.05.2007,1.3448,1.3458,1.3407,1.3429,51
31.05.2007,1.3428,1.3477,1.3423,1.3453,54
01.06.2007,1.3452,1.3464,1.3392,1.3449,72
04.06.2007,1.3448,1.3499,1.3432,1.349,67
05.06.2007,1.3489,1.3554,1.3488,1.3524,66
06.06.2007,1.3523,1.3539,1.3485,1.3504,54
07.06.2007,1.3503,1.3513,1.3422,1.3433,91
08.06.2007,1.3433,1.3436,1.3322,1.3373,114
11.06.2007,1.333,1.3385,1.333,1.3357,55
12.06.2007,1.3357,1.3369,1.3302,1.3302,67
13.06.2007,1.3301,1.3315,1.3264,1.3311,51
14.06.2007,1.3311,1.3324,1.3279,1.3312,45
15.06.2007,1.3311,1.3389,1.3306,1.3388,83
18.06.2007,1.3391,1.3418,1.3376,1.3414,42
19.06.2007,1.3414,1.3437,1.3385,1.3427,52
20.06.2007,1.3427,1.3438,1.3396,1.3404,42
21.06.2007,1.3405,1.3409,1.3372,1.3389,37
22.06.2007,1.3389,1.347,1.3382,1.347,88
25.06.2007,1.3468,1.3473,1.3439,1.3463,34
26.06.2007,1.3462,1.3478,1.3432,1.3455,46
27.06.2007,1.3454,1.3459,1.3415,1.3453,44
28.06.2007,1.3453,1.3481,1.3423,1.3449,58
29.06.2007,1.3449,1.3542,1.3431,1.3541,111
02.07.2007,1.3544,1.3638,1.3529,1.3623,109
03.07.2007,1.3622,1.3635,1.3584,1.3609,51
04.07.2007,1.3608,1.3631,1.3606,1.3613,25
05.07.2007,1.3612,1.3659,1.3579,1.3599,80
06.07.2007,1.3598,1.3641,1.3569,1.3627,72
09.07.2007,1.3611,1.3638,1.3611,1.3626,27
10.07.2007,1.3626,1.3748,1.3594,1.3747,154
11.07.2007,1.3747,1.3784,1.3731,1.3745,53
12.07.2007,1.3745,1.3799,1.3741,1.3789,58
13.07.2007,1.3789,1.3814,1.3764,1.3782,50
16.07.2007,1.3796,1.3803,1.3759,1.3772,44
17.07.2007,1.3772,1.3799,1.3757,1.3781,42
18.07.2007,1.3781,1.3833,1.3752,1.3803,81
19.07.2007,1.3802,1.3831,1.3786,1.3804,45
20.07.2007,1.3803,1.3843,1.378,1.3827,63
23.07.2007,1.3825,1.3845,1.3795,1.3807,50
24.07.2007,1.3806,1.3852,1.3799,1.3823,53
25.07.2007,1.3822,1.3833,1.3696,1.3722,137
26.07.2007,1.3721,1.3771,1.3692,1.3747,79
27.07.2007,1.3745,1.3753,1.3627,1.3636,126
30.07.2007,1.3615,1.3705,1.361,1.3697,95
31.07.2007,1.3696,1.3727,1.368,1.3684,47
01.08.2007,1.3683,1.371,1.3638,1.3667,72
02.08.2007,1.3667,1.3705,1.3652,1.3703,53
03.08.2007,1.3702,1.3819,1.3684,1.3773,135
06.08.2007,1.3766,1.3839,1.3766,1.3793,73
07.08.2007,1.3793,1.3816,1.3736,1.3736,80
08.08.2007,1.3735,1.3826,1.3722,1.3798,104
09.08.2007,1.3797,1.3817,1.3655,1.3678,162
10.08.2007,1.3677,1.3706,1.3642,1.3693,64
13.08.2007,1.3691,1.3709,1.3604,1.3613,105
14.08.2007,1.3613,1.3626,1.3532,1.3533,94
15.08.2007,1.3532,1.354,1.344,1.3442,100
16.08.2007,1.3441,1.3448,1.3361,1.3426,87
17.08.2007,1.3425,1.3546,1.337,1.3475,176
20.08.2007,1.346,1.3508,1.346,1.3474,48
21.08.2007,1.3476,1.3521,1.3457,1.3466,64
22.08.2007,1.3465,1.3551,1.3451,1.3543,100
23.08.2007,1.3542,1.3588,1.3534,1.3565,54
24.08.2007,1.3564,1.3682,1.3554,1.3675,128
27.08.2007,1.3669,1.3685,1.3636,1.3647,49
28.08.2007,1.3645,1.368,1.3602,1.3603,78
29.08.2007,1.3605,1.3679,1.3563,1.3677,116
30.08.2007,1.3677,1.3681,1.3592,1.3625,89
31.08.2007,1.3624,1.3719,1.3621,1.363,98
03.09.2007,1.3625,1.3654,1.3607,1.3624,47
04.09.2007,1.3623,1.3626,1.3551,1.3605,75
05.09.2007,1.3604,1.3671,1.3569,1.3646,102
06.09.2007,1.3646,1.3709,1.3635,1.3691,74
07.09.2007,1.369,1.3798,1.3663,1.3768,135
10.09.2007,1.3768,1.3816,1.3766,1.3802,50
11.09.2007,1.3802,1.3848,1.3778,1.3839,70
12.09.2007,1.3839,1.3914,1.3825,1.3904,89
13.09.2007,1.3902,1.3927,1.3863,1.3885,64
14.09.2007,1.3883,1.3895,1.3844,1.3875,51
17.09.2007,1.3854,1.3888,1.3844,1.3867,44
18.09.2007,1.3867,1.3989,1.3828,1.3984,161
19.09.2007,1.3983,1.3987,1.3936,1.3957,51
20.09.2007,1.3957,1.4098,1.3955,1.4064,143
21.09.2007,1.4063,1.412,1.4042,1.4091,78
24.09.2007,1.4077,1.413,1.4067,1.4087,63
25.09.2007,1.4086,1.4154,1.4062,1.4138,92
26.09.2007,1.4139,1.4162,1.4112,1.4128,50
27.09.2007,1.4127,1.4189,1.4124,1.4153,65
28.09.2007,1.4152,1.4278,1.4145,1.4267,133
01.10.2007,1.4277,1.4283,1.4211,1.4231,72
02.10.2007,1.4231,1.4238,1.4139,1.4154,99
03.10.2007,1.4153,1.42,1.4083,1.409,117
04.10.2007,1.4091,1.415,1.4067,1.4138,83
05.10.2007,1.4138,1.4157,1.4041,1.4136,116
08.10.2007,1.4138,1.4154,1.4036,1.4048,118
09.10.2007,1.4047,1.4113,1.4015,1.4106,98
10.10.2007,1.4105,1.4171,1.4094,1.4145,77
11.10.2007,1.4145,1.4241,1.4136,1.4196,105
12.10.2007,1.4196,1.4213,1.4154,1.4178,59
15.10.2007,1.413,1.4243,1.413,1.4205,113
16.10.2007,1.4204,1.4227,1.4144,1.4173,83
17.10.2007,1.4172,1.423,1.4158,1.4208,72
18.10.2007,1.4207,1.431,1.4197,1.4295,113
19.10.2007,1.4294,1.4319,1.4245,1.4301,74
22.10.2007,1.428,1.4348,1.4126,1.4181,222
23.10.2007,1.4181,1.4279,1.4172,1.4263,107
24.10.2007,1.4262,1.4269,1.4189,1.4266,80
25.10.2007,1.4266,1.4344,1.4248,1.4324,96
26.10.2007,1.4323,1.4395,1.4317,1.4393,78
29.10.2007,1.4395,1.4438,1.4377,1.4425,61
30.10.2007,1.4425,1.4441,1.4375,1.4432,66
31.10.2007,1.4432,1.4504,1.4419,1.4487,85
01.11.2007,1.4487,1.4487,1.4404,1.4425,83
02.11.2007,1.4424,1.4529,1.4416,1.4504,113
05.11.2007,1.45,1.4524,1.4445,1.4469,79
06.11.2007,1.4469,1.4571,1.4466,1.4557,105
07.11.2007,1.4555,1.4731,1.4555,1.4637,176
08.11.2007,1.4639,1.4703,1.4615,1.4676,88
09.11.2007,1.4674,1.4752,1.4633,1.4678,119
12.11.2007,1.4669,1.4679,1.4526,1.4531,153
13.11.2007,1.4533,1.4633,1.4521,1.4602,112
14.11.2007,1.4602,1.4726,1.4598,1.4651,128
15.11.2007,1.465,1.4704,1.4606,1.4612,98
16.11.2007,1.4611,1.4672,1.4581,1.4662,91
19.11.2007,1.4667,1.4688,1.4621,1.4665,67
20.11.2007,1.4664,1.4852,1.4636,1.4841,216
21.11.2007,1.4839,1.487,1.4776,1.4858,94
22.11.2007,1.4857,1.4873,1.4822,1.4849,51
23.11.2007,1.4848,1.4967,1.4785,1.4837,182
26.11.2007,1.4824,1.4887,1.4806,1.4872,81
27.11.2007,1.4871,1.4909,1.481,1.4829,99
28.11.2007,1.4828,1.4859,1.4712,1.4841,147
29.11.2007,1.484,1.4843,1.4723,1.4744,120
30.11.2007,1.4743,1.4785,1.4629,1.4633,156
03.12.2007,1.4643,1.4709,1.4621,1.4667,88
04.12.2007,1.4667,1.4768,1.4635,1.4758,133
05.12.2007,1.4758,1.477,1.4593,1.461,177
06.12.2007,1.461,1.4651,1.4526,1.4638,125
07.12.2007,1.4637,1.4673,1.46,1.4658,73
10.12.2007,1.4654,1.4736,1.4641,1.4712,95
11.12.2007,1.4712,1.475,1.464,1.4655,110
12.12.2007,1.4655,1.4749,1.4651,1.4706,98
13.12.2007,1.4706,1.4737,1.4577,1.4633,160
14.12.2007,1.4633,1.4656,1.4412,1.4429,244
17.12.2007,1.4425,1.4453,1.4331,1.44,122
18.12.2007,1.44,1.4436,1.4367,1.4414,69
19.12.2007,1.4414,1.4423,1.4326,1.4383,97
20.12.2007,1.4383,1.4391,1.4311,1.4329,80
21.12.2007,1.4329,1.441,1.4316,1.4382,94
24.12.2007,1.4373,1.4413,1.4368,1.4395,45
25.12.2007,1.4395,1.4445,1.4388,1.4402,57
26.12.2007,1.4402,1.4505,1.4386,1.4489,119
27.12.2007,1.4489,1.4639,1.4469,1.4626,170
28.12.2007,1.4626,1.4728,1.4592,1.4723,136
31.12.2007,1.4718,1.4748,1.4569,1.4589,179
01.01.2008,1.459,1.4619,1.4573,1.4592,46
02.01.2008,1.4592,1.475,1.4587,1.4715,163
03.01.2008,1.4716,1.4782,1.4688,1.475,94
04.01.2008,1.475,1.4825,1.4695,1.4743,130
07.01.2008,1.4745,1.4757,1.4658,1.4696,99
08.01.2008,1.4696,1.4742,1.4681,1.4707,61
09.01.2008,1.4707,1.4743,1.4639,1.4659,104
10.01.2008,1.4659,1.4814,1.4642,1.4804,172
11.01.2008,1.4804,1.4819,1.4761,1.4776,58
14.01.2008,1.4777,1.4915,1.4775,1.4869,140
15.01.2008,1.4869,1.4923,1.48,1.4804,123
16.01.2008,1.4804,1.4859,1.4594,1.4652,265
17.01.2008,1.4652,1.4714,1.4589,1.4642,125
18.01.2008,1.4642,1.4696,1.4602,1.4621,94
21.01.2008,1.4612,1.4614,1.4422,1.4454,192
22.01.2008,1.4454,1.4644,1.4365,1.4629,279
23.01.2008,1.4629,1.4684,1.4511,1.4629,173
24.01.2008,1.4629,1.4779,1.4592,1.4755,187
25.01.2008,1.4755,1.4777,1.4661,1.4681,116
28.01.2008,1.4679,1.4798,1.4662,1.4781,136
29.01.2008,1.4781,1.4797,1.4737,1.4776,60
30.01.2008,1.4776,1.4907,1.4755,1.4862,152
31.01.2008,1.4862,1.4914,1.4803,1.4861,111
01.02.2008,1.4861,1.4949,1.4787,1.4802,162
04.02.2008,1.4808,1.4849,1.4794,1.483,55
05.02.2008,1.483,1.4835,1.4622,1.4647,213
06.02.2008,1.4647,1.4671,1.4592,1.4632,79
07.02.2008,1.4632,1.4652,1.444,1.4485,212
08.02.2008,1.4485,1.4546,1.4451,1.4504,95
11.02.2008,1.4512,1.4577,1.4482,1.4519,95
12.02.2008,1.4519,1.4615,1.4496,1.4584,119
13.02.2008,1.4584,1.4599,1.4532,1.4573,67
14.02.2008,1.4573,1.4649,1.4549,1.4643,100
15.02.2008,1.4643,1.4709,1.4631,1.4682,78
18.02.2008,1.4675,1.469,1.4611,1.4658,79
19.02.2008,1.4658,1.4757,1.4642,1.4726,115
20.02.2008,1.4726,1.4732,1.4614,1.4715,118
21.02.2008,1.4715,1.4838,1.4703,1.4814,135
22.02.2008,1.4814,1.4863,1.4789,1.4827,74
25.02.2008,1.4827,1.4845,1.4795,1.483,50
26.02.2008,1.483,1.4985,1.4778,1.4974,207
27.02.2008,1.4974,1.5144,1.4972,1.512,172
28.02.2008,1.512,1.5229,1.5073,1.5193,156
29.02.2008,1.5193,1.5239,1.5144,1.5179,95
03.03.2008,1.5187,1.5275,1.5158,1.5204,117
04.03.2008,1.5204,1.5249,1.5174,1.5217,75
05.03.2008,1.5217,1.5303,1.5145,1.5265,158
06.03.2008,1.5265,1.5394,1.5261,1.538,133
07.03.2008,1.538,1.5459,1.5315,1.5355,144
10.03.2008,1.5345,1.5404,1.5313,1.5344,91
11.03.2008,1.5344,1.5495,1.5283,1.5338,212
12.03.2008,1.5338,1.5571,1.5332,1.5551,239
13.03.2008,1.5551,1.5645,1.5523,1.5635,122
14.03.2008,1.5635,1.5688,1.5533,1.5674,155
17.03.2008,1.5664,1.5903,1.5663,1.573,240
18.03.2008,1.5729,1.5832,1.5619,1.5625,213
19.03.2008,1.5625,1.5785,1.5583,1.5626,202
20.03.2008,1.5626,1.5651,1.5397,1.5428,254
21.03.2008,1.5428,1.5472,1.5405,1.5432,67
24.03.2008,1.5441,1.5456,1.5341,1.5423,115
25.03.2008,1.5423,1.5658,1.5407,1.565,251
26.03.2008,1.565,1.5858,1.5584,1.5845,274
27.03.2008,1.5845,1.5848,1.5727,1.5779,121
28.03.2008,1.5779,1.5839,1.5741,1.5796,98
31.03.2008,1.5797,1.5896,1.576,1.5788,136
01.04.2008,1.5788,1.5789,1.5564,1.5614,225
02.04.2008,1.5614,1.5702,1.5533,1.5686,169
03.04.2008,1.5686,1.5698,1.5511,1.5684,187
04.04.2008,1.5684,1.5774,1.5638,1.5737,136
07.04.2008,1.5733,1.5738,1.5628,1.5711,110
08.04.2008,1.5711,1.5798,1.5675,1.5712,123
09.04.2008,1.5712,1.5865,1.5683,1.5831,182
10.04.2008,1.5831,1.5913,1.5725,1.5742,188
11.04.2008,1.5742,1.5855,1.5739,1.5808,116
14.04.2008,1.5745,1.5886,1.56,1.5832,286
15.04.2008,1.5832,1.5875,1.5751,1.579,124
16.04.2008,1.579,1.5979,1.5759,1.5948,220
17.04.2008,1.5948,1.5983,1.5847,1.5908,136
18.04.2008,1.5908,1.5956,1.5712,1.5818,244
21.04.2008,1.5814,1.5948,1.5792,1.5912,156
22.04.2008,1.5912,1.6019,1.5835,1.5991,184
23.04.2008,1.5991,1.6003,1.5861,1.5889,142
24.04.2008,1.5889,1.5897,1.5638,1.5682,259
25.04.2008,1.5682,1.5707,1.5555,1.563,152
28.04.2008,1.5629,1.5693,1.5593,1.5657,100
29.04.2008,1.5657,1.5664,1.5541,1.5572,123
30.04.2008,1.5572,1.5644,1.5518,1.5622,126
01.05.2008,1.5621,1.5643,1.5431,1.5474,212
02.05.2008,1.5475,1.5498,1.5361,1.5424,137
05.05.2008,1.5421,1.5519,1.5412,1.5496,107
06.05.2008,1.5497,1.5594,1.5453,1.5533,141
07.05.2008,1.5532,1.5539,1.5366,1.5392,173
08.05.2008,1.5393,1.5442,1.5285,1.5393,157
09.05.2008,1.5394,1.5489,1.5392,1.5482,97
12.05.2008,1.5485,1.557,1.5366,1.5553,204
13.05.2008,1.5553,1.5566,1.5431,1.5474,135
14.05.2008,1.5474,1.5486,1.5396,1.5474,90
15.05.2008,1.5473,1.5547,1.542,1.5448,127
16.05.2008,1.5448,1.5601,1.5436,1.5577,165
19.05.2008,1.5585,1.5633,1.5486,1.551,147
20.05.2008,1.551,1.568,1.5504,1.5646,176
21.05.2008,1.5646,1.5797,1.5633,1.5795,164
22.05.2008,1.5795,1.5814,1.5693,1.5733,121
23.05.2008,1.5733,1.5794,1.5697,1.5762,97
26.05.2008,1.576,1.5792,1.5741,1.577,51
27.05.2008,1.577,1.5818,1.5682,1.5691,136
28.05.2008,1.5691,1.576,1.5609,1.5638,151
29.05.2008,1.5639,1.5664,1.5486,1.5519,178
30.05.2008,1.5518,1.5569,1.5461,1.5554,108
02.06.2008,1.5547,1.5589,1.5487,1.5537,102
03.06.2008,1.5538,1.5628,1.5411,1.5445,217
04.06.2008,1.5444,1.5483,1.5419,1.544,64
05.06.2008,1.5441,1.5601,1.5365,1.5593,236
06.06.2008,1.5593,1.5778,1.5572,1.5778,206
09.06.2008,1.5779,1.5843,1.5619,1.5646,224
10.06.2008,1.5646,1.5654,1.5441,1.5467,213
11.06.2008,1.5467,1.5587,1.5445,1.5552,142
12.06.2008,1.5551,1.5566,1.538,1.5439,186
13.06.2008,1.5438,1.5483,1.5303,1.538,180
16.06.2008,1.5372,1.5518,1.5346,1.5477,172
17.06.2008,1.5477,1.5552,1.5461,1.5511,91
18.06.2008,1.551,1.5537,1.5463,1.5535,74
19.06.2008,1.5535,1.5587,1.5467,1.5505,120
20.06.2008,1.5504,1.5651,1.5492,1.5607,159
23.06.2008,1.5607,1.5636,1.5469,1.5518,167
24.06.2008,1.5517,1.5621,1.5492,1.5568,129
25.06.2008,1.5568,1.5686,1.5537,1.5667,149
26.06.2008,1.5666,1.5767,1.563,1.5757,137
27.06.2008,1.5758,1.5794,1.572,1.5794,74
30.06.2008,1.5791,1.5836,1.5731,1.5755,105
01.07.2008,1.5755,1.5827,1.5723,1.5793,104
02.07.2008,1.5792,1.5888,1.5777,1.5882,111
03.07.2008,1.5883,1.5909,1.5682,1.5703,227
04.07.2008,1.5705,1.5727,1.5656,1.5706,71
07.07.2008,1.5705,1.5753,1.5611,1.5726,142
08.07.2008,1.5726,1.5739,1.5635,1.567,104
09.07.2008,1.5671,1.5749,1.565,1.5743,99
10.07.2008,1.5742,1.5801,1.5691,1.5788,110
11.07.2008,1.5789,1.5947,1.5765,1.5938,182
14.07.2008,1.5936,1.5971,1.5842,1.5908,129
15.07.2008,1.5909,1.6038,1.5866,1.5911,172
16.07.2008,1.5912,1.5948,1.5801,1.5827,147
17.07.2008,1.5826,1.5893,1.5783,1.5863,110
18.07.2008,1.5863,1.5887,1.5808,1.5847,79
21.07.2008,1.5853,1.5931,1.5828,1.5922,103
22.07.2008,1.5921,1.5944,1.5758,1.5784,186
23.07.2008,1.5782,1.5798,1.567,1.5698,128
24.07.2008,1.5699,1.5713,1.5629,1.5677,84
25.07.2008,1.5676,1.5753,1.5662,1.5709,91
28.07.2008,1.5708,1.5768,1.5684,1.5741,84
29.07.2008,1.574,1.5758,1.5554,1.5588,204
30.07.2008,1.5588,1.5617,1.5522,1.5576,95
31.07.2008,1.5576,1.57,1.5569,1.5603,131
01.08.2008,1.5603,1.5604,1.5515,1.5564,89
04.08.2008,1.5562,1.5631,1.5542,1.5576,89
05.08.2008,1.5576,1.5578,1.5447,1.5454,131
06.08.2008,1.5454,1.5516,1.5398,1.5408,118
07.08.2008,1.5407,1.5502,1.531,1.5325,192
08.08.2008,1.5324,1.5335,1.4998,1.5005,337
11.08.2008,1.5009,1.5084,1.4881,1.4909,203
12.08.2008,1.491,1.4965,1.4816,1.4926,149
13.08.2008,1.4926,1.498,1.4843,1.4919,137
14.08.2008,1.4918,1.4949,1.4778,1.4826,171
15.08.2008,1.4826,1.4826,1.4659,1.4687,167
18.08.2008,1.4685,1.4768,1.4647,1.4694,121
19.08.2008,1.4695,1.4793,1.4631,1.4776,162
20.08.2008,1.4775,1.4806,1.4673,1.4747,133
21.08.2008,1.4747,1.4903,1.4732,1.4899,171
22.08.2008,1.49,1.4908,1.4758,1.4793,150
25.08.2008,1.4783,1.4808,1.4697,1.4754,111
26.08.2008,1.4754,1.476,1.4571,1.4653,189
27.08.2008,1.4654,1.4776,1.4633,1.4727,143
28.08.2008,1.4727,1.4811,1.4672,1.4706,139
29.08.2008,1.4707,1.4768,1.464,1.4673,128
01.09.2008,1.4675,1.4727,1.4582,1.4617,145
02.09.2008,1.4617,1.4617,1.4467,1.452,150
03.09.2008,1.452,1.4531,1.4385,1.4498,146
04.09.2008,1.4496,1.4544,1.4316,1.4325,228
05.09.2008,1.4325,1.4348,1.4196,1.4267,152
08.09.2008,1.4281,1.4429,1.4054,1.4128,375
09.09.2008,1.4129,1.4227,1.4047,1.4133,180
10.09.2008,1.4133,1.4179,1.3993,1.3998,186
11.09.2008,1.3999,1.4001,1.3883,1.3998,118
12.09.2008,1.3999,1.4232,1.3974,1.4224,258
15.09.2008,1.4205,1.4481,1.4085,1.4243,396
16.09.2008,1.4243,1.4291,1.4073,1.4129,218
17.09.2008,1.4129,1.4384,1.4076,1.4326,308
18.09.2008,1.4326,1.4541,1.428,1.4348,261
19.09.2008,1.4347,1.4498,1.4153,1.4466,345
22.09.2008,1.4469,1.4866,1.4437,1.4774,429
23.09.2008,1.4776,1.4825,1.4622,1.4648,203
24.09.2008,1.4647,1.4747,1.4611,1.4621,136
25.09.2008,1.4622,1.4768,1.4561,1.4609,207
26.09.2008,1.4608,1.4678,1.4556,1.4614,122
29.09.2008,1.4599,1.4636,1.4302,1.4435,334
30.09.2008,1.4434,1.4435,1.4009,1.4092,426
01.10.2008,1.4092,1.4174,1.3976,1.4009,198
02.10.2008,1.4009,1.4032,1.3748,1.3819,284
03.10.2008,1.3819,1.3907,1.3703,1.3772,204
06.10.2008,1.3719,1.3729,1.3444,1.3499,285
07.10.2008,1.3499,1.3743,1.3481,1.3588,262
08.10.2008,1.3589,1.3755,1.3544,1.3654,211
09.10.2008,1.3653,1.3784,1.358,1.3604,204
10.10.2008,1.3604,1.3651,1.3259,1.3409,392
13.10.2008,1.35,1.3682,1.3457,1.3581,225
14.10.2008,1.3582,1.3769,1.3576,1.3619,193
15.10.2008,1.3619,1.3687,1.3484,1.3499,203
16.10.2008,1.35,1.3538,1.3346,1.3456,192
17.10.2008,1.3456,1.3518,1.3387,1.341,131
20.10.2008,1.3406,1.353,1.3288,1.3344,242
21.10.2008,1.3343,1.3358,1.3051,1.3063,307
22.10.2008,1.3063,1.3077,1.2743,1.2855,334
23.10.2008,1.2854,1.2935,1.2728,1.2934,207
24.10.2008,1.2935,1.3006,1.2497,1.2623,509
27.10.2008,1.2585,1.2686,1.2334,1.2493,352
28.10.2008,1.2493,1.2742,1.233,1.2683,412
29.10.2008,1.2683,1.2991,1.2626,1.2963,365
30.10.2008,1.2964,1.3292,1.2805,1.2915,487
31.10.2008,1.2913,1.2924,1.2668,1.2726,256
03.11.2008,1.275,1.2898,1.2595,1.2643,303
04.11.2008,1.2643,1.3048,1.2527,1.2981,521
05.11.2008,1.2981,1.3116,1.2794,1.2954,322
06.11.2008,1.2955,1.2956,1.2679,1.2715,277
07.11.2008,1.2715,1.285,1.2653,1.2718,197
10.11.2008,1.2786,1.2927,1.2718,1.2748,209
11.11.2008,1.2748,1.28,1.2507,1.2522,293
12.11.2008,1.2522,1.2632,1.2468,1.2505,164
13.11.2008,1.2505,1.2855,1.2389,1.2769,466
14.11.2008,1.2769,1.2828,1.2573,1.2605,255
17.11.2008,1.2587,1.2741,1.2513,1.265,228
18.11.2008,1.265,1.27,1.2567,1.2618,133
19.11.2008,1.2618,1.2814,1.2484,1.2489,330
20.11.2008,1.2489,1.2593,1.2434,1.2453,159
21.11.2008,1.2453,1.2638,1.2425,1.2587,213
24.11.2008,1.259,1.2955,1.2568,1.2953,387
25.11.2008,1.2953,1.308,1.2804,1.3065,276
26.11.2008,1.3065,1.3071,1.282,1.288,251
27.11.2008,1.2881,1.2968,1.2861,1.2904,107
28.11.2008,1.2904,1.2957,1.2645,1.2691,312
01.12.2008,1.271,1.2717,1.2583,1.2611,134
02.12.2008,1.261,1.2766,1.2563,1.2714,203
03.12.2008,1.2713,1.2742,1.2603,1.2717,139
04.12.2008,1.2716,1.2848,1.255,1.2777,298
05.12.2008,1.2777,1.2799,1.2628,1.2718,171
08.12.2008,1.2725,1.2967,1.2715,1.2963,252
09.12.2008,1.2964,1.3001,1.28,1.2927,201
10.12.2008,1.2927,1.307,1.2904,1.3023,166
11.12.2008,1.3023,1.3405,1.3001,1.3352,404
12.12.2008,1.3352,1.3415,1.3251,1.3369,164
15.12.2008,1.336,1.3722,1.3355,1.3688,367
16.12.2008,1.3688,1.4147,1.363,1.4002,517
17.12.2008,1.4,1.4437,1.3995,1.442,442
18.12.2008,1.442,1.4719,1.4186,1.424,533
19.12.2008,1.4244,1.431,1.3826,1.3912,484
22.12.2008,1.3925,1.4125,1.3903,1.3944,222
23.12.2008,1.3944,1.4021,1.3921,1.3929,100
24.12.2008,1.3929,1.4019,1.3915,1.4013,104
25.12.2008,1.4013,1.4055,1.3981,1.4025,74
26.12.2008,1.402,1.4119,1.3989,1.4028,130
29.12.2008,1.4069,1.4364,1.3921,1.3927,443
30.12.2008,1.3927,1.4221,1.3916,1.4057,305
31.12.2008,1.4057,1.4148,1.3852,1.3971,296
01.01.2009,1.3971,1.4045,1.3944,1.4045,101
02.01.2009,1.4045,1.4058,1.3841,1.3921,217
05.01.2009,1.3909,1.3963,1.3547,1.3635,416
